"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KPADIOAM_00933",11660.949124307,1.15753200404668,0.0551336910314944,20.9950029172807,7.28584650591669e-98,4.1631326934808e-97
"KPADIOAM_01782",9420.0260248697,-1.13912317824243,0.0542881703241794,-20.9828986948761,9.39861808312812e-98,5.35965107055829e-97
"KPADIOAM_02356",8177.51553725246,1.5136093932768,0.0723434967411838,20.9225357006434,3.33880934467954e-97,1.90019488002977e-96
"KPADIOAM_02463",1017.8796964665,1.81820210386161,0.0869185675782996,20.9184545318664,3.63710679757569e-97,2.0658477377085e-96
"KPADIOAM_00556",43829.6813206288,-1.65807249448653,0.0796532907181169,-20.8161204582776,3.09231423317507e-96,1.75292495321055e-95
"KPADIOAM_02462",427.621759390621,2.30039187036186,0.110708605737002,20.7787990377789,6.73216515759957e-96,3.80867244658653e-95
"KPADIOAM_01772",4364.23270902625,1.33409704094103,0.0642123880752,20.7763187280723,7.08904346321952e-96,4.00264766292849e-95
"KPADIOAM_01902",608.121464275775,-2.26385556410418,0.109011269766292,-20.7671699353437,8.57649418805638e-96,4.83294751386135e-95
"KPADIOAM_01143",2304.39398559748,-1.44842820151031,0.0698987079262345,-20.7218165325582,2.20218430529279e-95,1.23851192130345e-94
"KPADIOAM_00466",705.994379660699,-1.95298015813988,0.0944625748850976,-20.6746445406072,5.85968013023049e-95,3.28901888645747e-94
"KPADIOAM_01312",449.640680579245,2.54888654144416,0.123339480142199,20.6656176798015,7.06473921224461e-95,3.95763920183978e-94
"KPADIOAM_01903",2362.68842257549,-1.66580656932547,0.080803142818845,-20.6156160665693,1.98775606719157e-94,1.11135402817345e-93
"KPADIOAM_02489",4548.44663121877,-1.24013056344306,0.0601788700787934,-20.6074085774514,2.35507248814209e-94,1.3141488473871e-93
"KPADIOAM_02671",8167.87379834369,1.24931979919539,0.0606358092813032,20.6036633138598,2.54447816279809e-94,1.41707097682537e-93
"KPADIOAM_00490",1302.00465763914,1.84548544843695,0.0899175723278512,20.5241912193544,1.30923819596405e-93,7.27722475850059e-93
"KPADIOAM_00359",5346.45343410524,1.1978618571197,0.0583880633890276,20.5155264208473,1.56465626687362e-93,8.68004457176295e-93
"KPADIOAM_00996",687.545857363544,-1.87802794458594,0.091715817316925,-20.4765982523646,3.48138670817196e-93,1.92758174907893e-92
"KPADIOAM_01877",966.391334677454,-1.85174788686335,0.0904880687443881,-20.4640005313208,4.50830984896269e-93,2.49134259932039e-92
"KPADIOAM_00168",2483.29876326203,1.44914227248663,0.0708636536937091,20.4497255920531,6.04140932006581e-93,3.33210548792046e-92
"KPADIOAM_02311",4725.60957407487,1.12481715466658,0.0550652972996761,20.4269696129144,9.62958428208832e-93,5.3009098832228e-92
"KPADIOAM_01020",278.635209324768,3.03778068000731,0.14873725706914,20.4238046328582,1.02742443785849e-92,5.64490695954173e-92
"KPADIOAM_02584",239.518210172791,3.46391547757749,0.169611186264681,20.4226829247688,1.05129076111841e-92,5.76494760943436e-92
"KPADIOAM_01420",3371.45641635825,1.27766620594349,0.0626140473854481,20.4054243303944,1.49657324931561e-92,8.19101489136917e-92
"KPADIOAM_01101",231.199000551557,5.02384321697593,0.246425553947867,20.3868597898688,2.1874333593364e-92,1.19493252535834e-91
"KPADIOAM_00789",1109.26411385101,-1.72221977388826,0.0845780860185947,-20.3624822333958,3.59881395965891e-92,1.96217776388273e-91
"KPADIOAM_02766",755.009674298026,1.9116576059794,0.0939468126540114,20.3482965730799,4.80690079317754e-92,2.61586963163966e-91
"KPADIOAM_00231",12388.8338113263,1.03160061597633,0.0507023449774609,20.346211135499,5.01577267162905e-92,2.72434648723274e-91
"KPADIOAM_00588",2188.8054558854,1.42307550144934,0.0699947287623206,20.3311810276691,6.8142481562279e-92,3.69417589797782e-91
"KPADIOAM_00612",1316.80375288369,-1.53341169689336,0.0755000919233575,-20.3100639725045,1.0476782972201e-91,5.66897139234435e-91
"KPADIOAM_01892",2147.53366835609,-1.27497817393772,0.0627769773508058,-20.3096457928036,1.05663595154427e-91,5.70663310692244e-91
"KPADIOAM_00998",2794.31882595431,1.39493596897809,0.0688503350525176,20.2604093054023,2.87562290001836e-91,1.55012351421744e-90
"KPADIOAM_00456",2097.03613273226,1.2899701889406,0.0637289034157719,20.2415249564981,4.21910771316832e-91,2.27005475264066e-90
"KPADIOAM_01118",6275.28321512697,1.11365182229931,0.0550339516620995,20.2357233792145,4.74610784598689e-91,2.54880265338056e-90
"KPADIOAM_01224",46242.0432982756,-1.38354575463995,0.0683748361996084,-20.234721303038,4.8435668313585e-91,2.59626087001712e-90
"KPADIOAM_00033",2758.4107064209,-1.28458432142154,0.0634870580147403,-20.2337982195251,4.9351087503169e-91,2.6403755991864e-90
"KPADIOAM_02918",701.053303912692,1.80250067637613,0.0891485505883219,20.2190687844144,6.65270380118743e-91,3.55266817943785e-90
"KPADIOAM_02065",594.676751370729,-2.01139011678121,0.0994983298249037,-20.2153153758544,7.17850753517219e-91,3.82630522910204e-90
"KPADIOAM_01442",54618.1363620388,8.91433876384093,0.4416364975082,20.1847872948395,1.33199680994477e-90,7.08661989946407e-90
"KPADIOAM_01068",214.42317585709,3.91493754088396,0.194051748753272,20.1747088909856,1.6332237730091e-90,8.67308609570075e-90
"KPADIOAM_01459",8797.6067523977,-1.19359009730448,0.0593129427527285,-20.1236027401385,4.58516312127376e-90,2.4303916581594e-89
"KPADIOAM_02739",5847.0366027618,-1.15037322779972,0.0571729263902845,-20.1209436079383,4.83782369904259e-90,2.55956709410457e-89
"KPADIOAM_00975",8281.03253977008,1.31790750109419,0.0655213471106886,20.1141697967196,5.54597572198699e-90,2.92880825096429e-89
"KPADIOAM_00420",4837.37251784001,-1.18834166007308,0.0591083840019899,-20.1044518495561,6.74616830197606e-90,3.55605218427041e-89
"KPADIOAM_01383",5459.27729634163,-1.09422025187319,0.0544547944005682,-20.094103079779,8.31025126218126e-90,4.37244711897824e-89
"KPADIOAM_02395",409.525866915375,2.4658876454313,0.122753668047677,20.088097444661,9.37875588105818e-90,4.92557087356309e-89
"KPADIOAM_01775",1656.34120633036,1.3558486599547,0.0677315211274001,20.0179862697075,3.83927468609248e-89,2.01262528039747e-88
"KPADIOAM_02910",421.035208150071,2.73959204602033,0.13729508569544,19.9540430172244,1.38244370299362e-88,7.23377593306371e-88
"KPADIOAM_00500",4414.5877225636,1.5425367336936,0.077415991899468,19.9252983246244,2.45578596258454e-88,1.28266553841024e-87
"KPADIOAM_02623",956.6707006768,2.52613867185882,0.127277083913914,19.8475530250789,1.15699697120531e-87,6.03200793199554e-87
"KPADIOAM_00653",47093.7992653346,-1.09585307754019,0.0552624487520314,-19.8299768158557,1.64115394648848e-87,8.54057709493183e-87
"KPADIOAM_00951",1152.06223512786,1.93591384264509,0.0977904078432431,19.796561701106,3.18719208037801e-87,1.65560141338908e-86
"KPADIOAM_01767",1425.70677190038,-1.64413024817948,0.0830977183881444,-19.785504103733,3.96909249318764e-87,2.05802128004303e-86
"KPADIOAM_00829",2075.73214025407,-1.50505398539046,0.0763673308602962,-19.708086801459,1.83785047014884e-86,9.51220795872324e-86
"KPADIOAM_01119",650.88709516723,1.80396934451459,0.0917080317430407,19.6707890271724,3.83762441167328e-86,1.98265695192596e-85
"KPADIOAM_02397",1715.62722637514,-1.36643370874889,0.0694882967132603,-19.6642279834172,4.36764870863363e-86,2.25241378349572e-85
"KPADIOAM_02530",2704.80630107813,-1.4758333566576,0.0751605235149264,-19.6357514242767,7.65401758155657e-86,3.94009517666795e-85
"KPADIOAM_00652",48849.3644821805,-1.04442125408573,0.0532946568151868,-19.5971100387705,1.63658441144858e-85,8.40957133724569e-85
"KPADIOAM_01284",459.784736183106,2.29421623689148,0.117156294451702,19.5825264671312,2.17938238796679e-85,1.11786274370218e-84
"KPADIOAM_01860",20734.5165255109,-1.04503530314112,0.0534440656376834,-19.5538137054503,3.82805747093019e-85,1.95999286638845e-84
"KPADIOAM_02094",10710.1921403216,-1.83820699067407,0.0942578205330511,-19.5019042481415,1.05770072062967e-84,5.4058156687638e-84
"KPADIOAM_02846",5044.28690937834,1.16312698178662,0.0600807553040169,19.3593934680255,1.69873739856487e-83,8.66659419232114e-83
"KPADIOAM_01130",5182.04441993298,-1.05300033311917,0.0544431381554287,-19.3412865017621,2.41377529231374e-83,1.22926132088063e-82
"KPADIOAM_00772",1141.50024367012,-1.55338067046681,0.0804083253067627,-19.3186546858248,3.74278130668139e-83,1.90269149344995e-82
"KPADIOAM_01384",898.409190562435,-1.66788230187468,0.0863823756110884,-19.3081318969952,4.58872276341419e-83,2.32859341653186e-82
"KPADIOAM_00570",37329.7652698104,-0.966053564163273,0.0502384263681275,-19.2293754801237,2.10143441296867e-82,1.06450321238502e-81
"KPADIOAM_01400",719.274200143244,1.83269585937367,0.0954664540445447,19.1972759197543,3.90017426384897e-82,1.9721766144808e-81
"KPADIOAM_01885",1725.52531100527,-1.52551639589343,0.0795391078656748,-19.1794506731168,5.4957909969454e-82,2.77411216930619e-81
"KPADIOAM_01577",2634.66027982159,1.20853980458415,0.0633236994794811,19.0851105434191,3.3576577603181e-81,1.69185682914088e-80
"KPADIOAM_02689",1889.43541626326,-1.50637720491319,0.0789670914527191,-19.076012262844,3.99609721180005e-81,2.01000875600576e-80
"KPADIOAM_00254",848.816313348202,1.6632844129405,0.0873766949750296,19.0357899599639,8.61831594250026e-81,4.32733368149793e-80
"KPADIOAM_02220",1246.11990519554,1.34828362241011,0.0708956382756383,19.0178642185019,1.21326076854656e-80,6.08120353638162e-80
"KPADIOAM_01144",1298.55777487692,-1.46718662380115,0.0772403264811267,-18.9950857362009,1.87281407564704e-80,9.37063014732678e-80
"KPADIOAM_02155",5099.83072322717,-1.11382330056103,0.0586579929584906,-18.9884318297292,2.12582503951567e-80,1.06179757655529e-79
"KPADIOAM_02758",199.818637465472,5.14812489135786,0.271694278114145,18.948227129005,4.5671251639925e-80,2.27718614197672e-79
"KPADIOAM_01894",4646.34321991264,-1.38397836543119,0.0733127527563103,-18.8777301819711,1.7390047861772e-79,8.65563880506665e-79
"KPADIOAM_00015",4049.89681117079,-1.27018014453707,0.0672885874781602,-18.8766058575584,1.77641320646173e-79,8.8264565754107e-79
"KPADIOAM_02401",1377.79286045222,1.39506432200819,0.0739304521168417,18.8699552358125,2.0146908521903e-79,9.99300653595082e-79
"KPADIOAM_02233",3194.51359042577,1.15340921907596,0.0611839005518982,18.8515150010353,2.85546421725054e-79,1.41387543651383e-78
"KPADIOAM_00439",965.880149276239,-1.64397890195427,0.0872472343489768,-18.8427623433722,3.36914433085392e-79,1.66533656630617e-78
"KPADIOAM_02235",2144.85747200521,1.22374258681786,0.0650129915621194,18.8230468620811,4.88905789155075e-79,2.41244186462184e-78
"KPADIOAM_01100",195.868727350485,3.68351372344456,0.195831841409524,18.8095750769232,6.30410430527193e-79,3.10531482761412e-78
"KPADIOAM_01863",4328.25510266397,-1.63854548108611,0.0871389049590615,-18.8038337394291,7.02503441781191e-79,3.45447905881043e-78
"KPADIOAM_01493",3016.11260376105,1.55482270400131,0.0826941391075246,18.8020907017319,7.25975854156603e-79,3.56376806756944e-78
"KPADIOAM_02234",1484.533420055,1.4744493021201,0.0784420949175421,18.7966589070578,8.04256639736464e-79,3.94127138889722e-78
"KPADIOAM_02279",77290.885515222,-0.95243352267143,0.0506912646827979,-18.7889082789966,9.30744143359738e-79,4.55331509859379e-78
"KPADIOAM_02406",364.409023382563,2.25133088377119,0.120135841717763,18.7398768891991,2.34168734186851e-78,1.14362405738775e-77
"KPADIOAM_00203",7441.97155980013,-1.18550908972226,0.0632850992902367,-18.7328313144506,2.6731406761031e-78,1.30327012143798e-77
"KPADIOAM_01140",1661.22798685717,-1.35048201328717,0.0721588927057924,-18.7153926930861,3.70877958971108e-78,1.8051078854863e-77
"KPADIOAM_01147",5111.24971862078,-1.19158191699263,0.063695608668678,-18.7074421910436,4.30548822986019e-78,2.09196936610724e-77
"KPADIOAM_00964",12672.4332748342,-1.08911707642276,0.0582888902622866,-18.6848140618561,6.58077439114257e-78,3.19206662741839e-77
"KPADIOAM_02472",3447.41306839536,1.16596747418778,0.062586313496856,18.629751602902,1.84377987861549e-77,8.92826968339739e-77
"KPADIOAM_00606",1082.5690135114,-1.80980761370475,0.0973994849331666,-18.5812852598409,4.55465275479795e-77,2.20180083256476e-76
"KPADIOAM_00242",466.47351562245,-2.03658292209524,0.109615634596721,-18.5793106027976,4.7253644020534e-77,2.28046724605854e-76
"KPADIOAM_01839",13625.2400483031,-1.16621681405831,0.0627966780374456,-18.5713138099901,5.48444360765826e-77,2.64233649023265e-76
"KPADIOAM_00637",4068.94656300117,-1.26799448518518,0.0684705825971161,-18.518821325738,1.45589602492685e-76,7.00251673942091e-76
"KPADIOAM_00419",3456.48763213956,-1.19312635345616,0.0645599630487757,-18.4809020500018,2.94220938935037e-76,1.41275499586118e-75
"KPADIOAM_02680",1794.85547408173,-1.28702375394002,0.069758963185704,-18.4495826079562,5.25493798325295e-76,2.51901976814659e-75
"KPADIOAM_00735",1826.46003330882,-1.33556351582606,0.0726112506026404,-18.3933413175161,1.48537193406364e-75,7.10838796586236e-75
"KPADIOAM_01874",246.942482103381,2.72841539848496,0.148395899682838,18.38605651717,1.69897361455261e-75,8.11700270364015e-75
"KPADIOAM_01397",611.215756070576,1.71689102394902,0.0935205276576083,18.358440301308,2.82608019610396e-75,1.34793173961085e-74
"KPADIOAM_01856",5980.56362908048,-1.093721501974,0.059581105242337,-18.3568515140069,2.90997094529456e-75,1.38563116511776e-74
"KPADIOAM_02647",2856.84517682678,-1.1688414897569,0.0638450594313583,-18.3074696799924,7.21452777370019e-75,3.4296016388455e-74
"KPADIOAM_02578",173.881285640269,4.62897664568559,0.25301630396731,18.2951713905506,9.04163220511766e-75,4.29102046678092e-74
"KPADIOAM_00451",9439.33065360087,1.49782804698786,0.0818717188555912,18.2948161822497,9.10075654344656e-75,4.31191732083363e-74
"KPADIOAM_01808",1983.25644092888,-1.16807422451518,0.0638520048210659,-18.2934620109189,9.32971559598806e-75,4.41307904929435e-74
"KPADIOAM_00299",1496.73075077952,1.3672700581258,0.0747867872592679,18.2822408640955,1.14618618925354e-74,5.4126511449543e-74
"KPADIOAM_01535",6712.12538812608,1.24081302327047,0.0679285835683154,18.2664345123963,1.53135126645948e-74,7.21958839649297e-74
"KPADIOAM_01441",15385.0715896096,9.13772661280146,0.500840179740669,18.2447954106495,2.27587357235474e-74,1.07119782474753e-73
"KPADIOAM_02791",470.425677370124,2.28577455737623,0.125693298416602,18.1853335553355,6.74438659512819e-74,3.16919613524362e-73
"KPADIOAM_00012",1339.25029349528,1.3797838197757,0.0759708710648444,18.162011313494,1.03174534367762e-73,4.84022405071748e-73
"KPADIOAM_00123",368.215947730425,2.14565480923954,0.118268241686455,18.142273687707,1.47788633469915e-73,6.92183812825489e-73
"KPADIOAM_01807",2417.39491558124,-1.35942184017999,0.0750024897242998,-18.1250228516021,2.02259052000863e-73,9.45751410092414e-73
"KPADIOAM_00585",405.453105356439,-2.02310976150805,0.111728877248139,-18.1073130898373,2.79039689663775e-73,1.30264116563629e-72
"KPADIOAM_02692",4035.15428665663,1.07106479359319,0.0592206683260614,18.0859963905853,4.10873682263696e-73,1.91495287149654e-72
"KPADIOAM_00300",930.504807560465,1.45612391438116,0.0805358626120494,18.080441025329,4.54432810042472e-73,2.11451879200544e-72
"KPADIOAM_00720",2052.31925590076,1.21039711086029,0.0669614834915517,18.0760199408217,4.92364124642453e-73,2.28729155138779e-72
"KPADIOAM_01416",207.829048657689,3.1016818679061,0.172327240899034,17.9987902767118,1.99120844527167e-72,9.23519890932007e-72
"KPADIOAM_02282",109212.088114934,-1.32717024365402,0.0737825538797933,-17.9875888521865,2.43734618303399e-72,1.12860584196566e-71
"KPADIOAM_01165",13702.4775555572,0.979864930971577,0.0545034208380182,17.978044605378,2.89524509362564e-72,1.33846524797548e-71
"KPADIOAM_02583",183.599112908769,5.29829361494919,0.294838755948861,17.9701396375047,3.338733373897e-72,1.54099535528655e-71
"KPADIOAM_02289",13008.2716915589,-1.17429871230264,0.0653574138828774,-17.967337483809,3.5116909287006e-72,1.61820983601574e-71
"KPADIOAM_02482",2417.70984089635,-1.24185595827305,0.0691601799876674,-17.9562279695411,4.28988137638391e-72,1.9736217539982e-71
"KPADIOAM_02050",1080.35520614195,1.5995727343577,0.0891015724807263,17.9522391111975,4.60939580336244e-72,2.11720961578883e-71
"KPADIOAM_02587",296.972208027461,2.35843379298572,0.131843698825857,17.8881039745464,1.45991955207006e-71,6.69500828292803e-71
"KPADIOAM_00227",1278.51217815208,-1.26720543322088,0.0708955359404676,-17.8742626938454,1.87132944686382e-71,8.56792985527233e-71
"KPADIOAM_01884",2890.77065371799,-1.55214953824741,0.0868702101775598,-17.8674546208058,2.11423666768424e-71,9.66459865531819e-71
"KPADIOAM_00502",6130.52452613494,-1.34423945533847,0.0752506975506396,-17.8634816565504,2.27025851944092e-71,1.0361227779621e-70
"KPADIOAM_01643",214.999666697356,-3.13296787117896,0.1755546056455,-17.8461160825675,3.09850312701789e-71,1.41186976617067e-70
"KPADIOAM_00075",2178.61027381576,1.21749827288907,0.0682954980743163,17.8269184238798,4.36844955339594e-71,1.98736630160067e-70
"KPADIOAM_01131",9544.5111141211,-0.949605178888364,0.0533147754606412,-17.8112947242814,5.77581792363687e-71,2.6234517977473e-70
"KPADIOAM_02377",810.618058848987,1.49900306977541,0.0841798742159553,17.8071431412438,6.22048573631287e-71,2.82094091248347e-70
"KPADIOAM_00883",224.697878326259,6.06984736286838,0.341031512838694,17.7984940815114,7.25948177032215e-71,3.28690006621401e-70
"KPADIOAM_02187",793.585133429687,-1.50562590919181,0.0848081517441788,-17.7533159045075,1.62471438567726e-70,7.34463449348091e-70
"KPADIOAM_00060",667.059825834077,-1.73317861676502,0.0978907060696735,-17.7052417573884,3.82036734361431e-70,1.724295339764e-69
"KPADIOAM_01521",857.222585914272,-1.57257345200693,0.0890701089311701,-17.6554567057076,9.23833606468772e-70,4.16307983230486e-69
"KPADIOAM_01979",760.326696820247,2.22152694154289,0.12599114783239,17.6324049725959,1.38929735086834e-69,6.2507441439856e-69
"KPADIOAM_00119",1086.39613205429,-1.56242881305988,0.0886231357509303,-17.6300330587601,1.44882303374421e-69,6.50831353365914e-69
"KPADIOAM_02182",1427.79504372657,-1.24891230919943,0.0709632164970252,-17.5994320839697,2.48806606913231e-69,1.11591911452292e-68
"KPADIOAM_02183",755.702234857241,-1.56087989013737,0.0889045062254361,-17.5568141189539,5.27542165186559e-69,2.36236358297492e-68
"KPADIOAM_02177",907.10234548866,-1.5468797236796,0.088137563224855,-17.5507430326072,5.87069345761421e-69,2.6248155255718e-68
"KPADIOAM_01498",1842.89642164546,1.14480482277298,0.0652290115400023,17.5505468463356,5.89100767398858e-69,2.62978264446646e-68
"KPADIOAM_02119",292.248462397576,2.37745727472171,0.135738007513567,17.5150447414965,1.09999436726292e-68,4.90278300666171e-68
"KPADIOAM_00582",748.630653527757,-1.54194520608572,0.0880450724972132,-17.5131346065338,1.13753961444849e-68,5.06222847115161e-68
"KPADIOAM_02586",171.76598754325,3.48291708154931,0.198924889112572,17.50870440138,1.22960875792086e-68,5.463440468709e-68
"KPADIOAM_02756",206.828756322113,3.14581914800499,0.180247698587678,17.4527562496159,3.28015454956268e-68,1.45518657579202e-67
"KPADIOAM_02511",2293.91610147846,-1.16062706682405,0.0665363802550136,-17.4434957593984,3.85741030759823e-68,1.70862344942762e-67
"KPADIOAM_00154",458.935986100892,1.84178258601736,0.105701434502929,17.4243859099785,5.38838154553364e-68,2.38306595597362e-67
"KPADIOAM_01914",944.037523435944,1.45426395438887,0.0834907223533029,17.4182701191031,5.99627860739001e-68,2.64781576218134e-67
"KPADIOAM_00110",1349.31817102656,-1.50974984322085,0.0867269408324549,-17.4080836788362,7.16421517452699e-68,3.15866709160858e-67
"KPADIOAM_01434",9435.05332137402,1.13757398589873,0.065466668515226,17.3763842226699,1.24563887324757e-67,5.48349809070618e-67
"KPADIOAM_02608",198.828743606426,3.14686539817297,0.181115643526279,17.3748956020819,1.27838734808099e-67,5.61900408225752e-67
"KPADIOAM_00890",955.271026030698,-1.46474673562462,0.08431050993244,-17.373240142876,1.31581483765882e-67,5.7746282506778e-67
"KPADIOAM_02919",487.254986651525,1.80988475569802,0.104238736967121,17.3628807136151,1.57612907622401e-67,6.90644289995703e-67
"KPADIOAM_00267",190.392610379205,-3.17795576849796,0.183122812905349,-17.3542319390897,1.83234600949643e-67,8.01686454690857e-67
"KPADIOAM_03029",619.622307514353,1.75610032297132,0.101404143066185,17.3178360358032,3.45092885313317e-67,1.50753879715619e-66
"KPADIOAM_00402",9136.82785332515,-0.92046319920611,0.0532900501589159,-17.272702811523,7.552110873504e-67,3.29410393367953e-66
"KPADIOAM_02531",2402.39513844145,1.13816670942109,0.0659699189512791,17.2528135173497,1.06580527174163e-66,4.64177692281377e-66
"KPADIOAM_01858",5849.35830032742,1.04141465212145,0.0604458702778418,17.2288801093367,1.61242918466822e-66,7.01173543469878e-66
"KPADIOAM_00783",2186.88273384292,-1.09107217240954,0.063329021444702,-17.2286283210968,1.61946260273611e-66,7.03161801826303e-66
"KPADIOAM_01883",15628.1927959215,-0.976320781125539,0.0566764959383978,-17.2262022371092,1.6888189143636e-66,7.32163222812867e-66
"KPADIOAM_02612",196.891140565736,3.31159806964082,0.192375021234314,17.2142830622863,2.07501434980163e-66,8.9822969657322e-66
"KPADIOAM_00358",2090.79721012111,1.22313454736595,0.07114784269838,17.1914495363019,3.07741097565587e-66,1.33013058357773e-65
"KPADIOAM_02688",819.80239883093,-1.7288430307371,0.10061960429155,-17.1819700833616,3.62392300591759e-66,1.56398006463845e-65
"KPADIOAM_01478",671.406078397218,1.55172100708403,0.0904017502403331,17.164723060768,4.87804161566337e-66,2.10204598732281e-65
"KPADIOAM_02175",744.049161106436,-1.5261392074684,0.0889461363557937,-17.1580157384654,5.47525524665288e-66,2.35584401200109e-65
"KPADIOAM_01710",227.935117453148,6.48886726346648,0.378663249328501,17.1362477741726,7.96261956169699e-66,3.42093294552907e-65
"KPADIOAM_01918",775.45234710921,-1.90175559942159,0.111399388463071,-17.0715084315928,2.4186907808733e-65,1.0375675016449e-64
"KPADIOAM_00802",7634.24941806686,1.11707046815295,0.065457296040944,17.0656372278839,2.67454993559945e-65,1.14560557211509e-64
"KPADIOAM_00399",11137.8981305559,1.06082706911676,0.0623153789248583,17.0235195134725,5.49651420466971e-65,2.3508295034044e-64
"KPADIOAM_01096",192.763148333375,5.99312691882839,0.352743883570163,16.9900236346304,9.73499419631502e-65,4.15738092957728e-64
"KPADIOAM_00635",13464.5498275014,0.915091206330477,0.0539954660323701,16.9475564074562,2.00620522417936e-64,8.55481839623944e-64
"KPADIOAM_00206",6525.17570027497,-0.89468117132439,0.0528221419832685,-16.9376162672044,2.37557461449118e-64,1.01147789472449e-63
"KPADIOAM_02851",191.436028758379,3.13212213288644,0.185040543252313,16.9266803795297,2.86064996569396e-64,1.21620192737912e-63
"KPADIOAM_00984",3431.11466958783,-1.30529234777695,0.077183250833476,-16.9116010751236,3.6953041660816e-64,1.56871976262929e-63
"KPADIOAM_00278",248.985717954524,-2.47206033809947,0.146358465649924,-16.8904499450849,5.28980569797014e-64,2.24228113933245e-63
"KPADIOAM_02501",4496.57972015693,-1.02574662032398,0.0608081767290617,-16.8685639908974,7.66368765335452e-64,3.24372675935317e-63
"KPADIOAM_02111",536.100246772598,1.73936700342614,0.103210853065705,16.8525591230105,1.00471300854367e-63,4.24625009675928e-63
"KPADIOAM_00596",7830.24850755826,-1.57720650336211,0.0937390477040544,-16.8255016665151,1.58711667942966e-63,6.69777304746017e-63
"KPADIOAM_01070",157.145159112318,3.48556383562962,0.207701279432229,16.7816194736871,3.32639571823729e-63,1.40169801873214e-62
"KPADIOAM_00758",196.199469150696,-3.241200593244,0.193197446150724,-16.7766223509775,3.61840172516653e-63,1.52249981278362e-62
"KPADIOAM_00433",4202.71345393781,0.992309395278045,0.0591512838278574,16.7757879637215,3.66958896360493e-63,1.54176701014989e-62
"KPADIOAM_01398",824.135564241095,1.38620680653493,0.0827216540286363,16.7574841534849,4.99310035327915e-63,2.09475590445206e-62
"KPADIOAM_00891",1930.70240232539,-1.1576100717348,0.0692182208400763,-16.7240656822048,8.75382169671157e-63,3.66710683101246e-62
"KPADIOAM_00465",1082.10395956523,-1.47053831656471,0.0879642114156199,-16.7174614868835,9.77970923016025e-63,4.09086812160583e-62
"KPADIOAM_00499",5053.21207020947,1.09123830692605,0.0653653052275037,16.6944574515181,1.43820591207136e-62,6.00724311518694e-62
"KPADIOAM_01120",3556.52370815657,-1.13510787162027,0.0682141537242752,-16.6403570175249,3.55492275112741e-62,1.48268821897387e-61
"KPADIOAM_00871",810.638746663565,-1.47827581667358,0.0888377635925748,-16.6401736929489,3.56582285365423e-62,1.48506645668952e-61
"KPADIOAM_00307",928.874104156617,-1.5134270594416,0.0909728346846329,-16.6360327749274,3.82110244212144e-62,1.58906691079199e-61
"KPADIOAM_00605",739.262530080026,-2.18544724505407,0.131388466810874,-16.633478554856,3.98756297920089e-62,1.65588189412456e-61
"KPADIOAM_01419",932.895545824927,1.60737799554066,0.0967334383282758,16.6165704777891,5.28719179891491e-62,2.19238127278663e-61
"KPADIOAM_03082",541.379435614867,2.07805563856983,0.125194370235128,16.598634864068,7.12939994480119e-62,2.95198487569522e-61
"KPADIOAM_02896",4417.04535883878,-1.19355079790415,0.0720302074701989,-16.5701424419464,1.14554113947233e-61,4.73634013816562e-61
"KPADIOAM_00498",2558.51671564783,1.08818770976513,0.0658264533940649,16.5311611617716,2.18886055308041e-61,9.0369575146687e-61
"KPADIOAM_01698",2789.27463840003,3.36305245679089,0.203597168043092,16.5181691332715,2.715159225299e-61,1.11936650890032e-60
"KPADIOAM_01780",9205.91311429016,0.962045867127994,0.0583871725873751,16.4770072688194,5.36769782186437e-61,2.20972805145051e-60
"KPADIOAM_02394",13704.1577772863,-0.906193496109412,0.0549979017682659,-16.4768739710774,5.37954326718386e-61,2.21141800206393e-60
"KPADIOAM_01908",465.042610275259,-1.82400821352534,0.110752875513035,-16.4691725165245,6.11004324642236e-61,2.50810252227424e-60
"KPADIOAM_01056",684.161126786667,5.25737110603883,0.320116008557994,16.4233308097316,1.30218045415336e-60,5.33763207678071e-60
"KPADIOAM_00930",1090.09772368047,1.26885812265858,0.0773758466201953,16.3986331404794,1.95589347755809e-60,8.00571298765538e-60
"KPADIOAM_02664",14793.1766717439,0.984270611009731,0.0601138865960067,16.3734316103114,2.9604075375793e-60,1.2099977589219e-59
"KPADIOAM_01094",181.459960946482,6.0666939077028,0.370665178961545,16.3670456574832,3.28791540680444e-60,1.34193918817719e-59
"KPADIOAM_01066",147.73755866982,3.75254053636254,0.229806490439248,16.3291320849555,6.1249482545857e-60,2.49628775511431e-59
"KPADIOAM_02141",6148.23024629179,-1.17611071730234,0.0720360521073248,-16.3266959098492,6.37443889050802e-60,2.59426950287485e-59
"KPADIOAM_01809",2217.50151136485,-1.22743645016746,0.075208808036342,-16.3203816443194,7.06922741540436e-60,2.87294206626035e-59
"KPADIOAM_01837",3786.8812156735,1.07064103651308,0.0656177718116813,16.3163272228406,7.55462010052587e-60,3.06584511750034e-59
"KPADIOAM_01786",1588.53424212046,1.34192863376916,0.0822506398941374,16.3151148185147,7.7061161716937e-60,3.12288991525232e-59
"KPADIOAM_02383",2974.54186570511,-0.998119860783022,0.061404599434639,-16.2548061541457,2.06520473674776e-59,8.35735117972853e-59
"KPADIOAM_01635",3230.60544134912,1.10059986915856,0.0678959532789581,16.2100952414147,4.27904969163801e-59,1.72917184851624e-58
